"Latest: Time (s)","Latest: Cuff Pressure (mm Hg)","Latest: Mean Arterial Pressure (mm Hg)","Latest: Systolic Pressure (mm Hg)","Latest: Diastolic Pressure (mm Hg)","Latest: Oscillation Peaks (mm Hg)","Latest: Peak Detection (mm Hg)","Latest: Pulse Rate (BPM)"," : Mean - Cumulative (mm Hg)"," : Systolic - Cumulative (mm Hg)"," : Diastolic - Cumulative (mm Hg)"," : Data Collection Run"," : Pulse - Cumulative (bpm)"
0,0.603583662072,79.0716249819,110.321854204,65.9037201756,,,81.1496196112,79.0716249819,110.321854204,65.9037201756,"Latest",81.1496196112
0.01,0.603583662072,,,,,,,,,,,
0.02,0.603583662072,,,,,,,,,,,
0.03,0.603583662072,,,,,,,,,,,
0.04,0.603583662072,,,,,,,,,,,
0.05,0.603583662072,,,,,,,,,,,
0.06,0.603583662072,,,,,,,,,,,
0.07,0.603583662072,,,,,,,,,,,
0.08,0.603583662072,,,,,,,,,,,
0.09,0.603583662072,,,,,,,,,,,
0.1,0.603583662072,,,,,,,,,,,
0.11,0.603583662072,,,,,,,,,,,
0.12,0.603583662072,,,,,,,,,,,
0.13,0.603583662072,,,,,,,,,,,
0.14,0.603583662072,,,,,,,,,,,
0.15,0.603583662072,,,,,,,,,,,
0.16,0.603583662072,,,,,,,,,,,
0.17,0.603583662072,,,,,,,,,,,
0.18,0.603583662072,,,,,,,,,,,
0.19,0.603583662072,,,,,,,,,,,
0.2,0.603583662072,,,,,,,,,,,
0.21,0.603583662072,,,,,,,,,,,
0.22,0.603583662072,,,,,,,,,,,
0.23,0.603583662072,,,,,,,,,,,
0.24,0.603583662072,,,,,,,,,,,
0.25,0.603583662072,,,,,,,,,,,
0.26,0.603583662072,,,,,,,,,,,
0.27,0.603583662072,,,,,,,,,,,
0.28,0.603583662072,,,,,,,,,,,
0.29,0.603583662072,,,,,,,,,,,
0.3,0.603583662072,,,,,,,,,,,
0.31,0.603583662072,,,,,,,,,,,
0.32,0.603583662072,,,,,,,,,,,
0.33,0.603583662072,,,,,,,,,,,
0.34,0.603583662072,,,,,,,,,,,
0.35,0.603583662072,,,,,,,,,,,
0.36,0.603583662072,,,,,,,,,,,
0.37,0.603583662072,,,,,,,,,,,
0.38,0.603583662072,,,,,,,,,,,
0.39,0.603583662072,,,,,,,,,,,
0.4,0.603583662072,,,,,,,,,,,
0.41,0.603583662072,,,,,,,,,,,
0.42,0.603583662072,,,,,,,,,,,
0.43,0.603583662072,,,,,,,,,,,
0.44,0.603583662072,,,,,,,,,,,
0.45,0.603583662072,,,,,,,,,,,
0.46,0.603583662072,,,,,,,,,,,
0.47,0.603583662072,,,,,,,,,,,
0.48,0.603583662072,,,,,,,,,,,
0.49,0.603583662072,,,,,,,,,,,
0.5,0.603583662072,,,,,,,,,,,
0.51,0.603583662072,,,,,,,,,,,
0.52,0.603583662072,,,,,,,,,,,
0.53,0.603583662072,,,,,,,,,,,
0.54,0.603583662072,,,,,,,,,,,
0.55,0.603583662072,,,,,,,,,,,
0.56,0.603583662072,,,,,,,,,,,
0.57,0.603583662072,,,,,,,,,,,
0.58,0.603583662072,,,,,,,,,,,
0.59,0.603583662072,,,,,,,,,,,
0.6,0.603583662072,,,,,,,,,,,
0.61,0.603583662072,,,,,,,,,,,
0.62,0.603583662072,,,,,,,,,,,
0.63,0.603583662072,,,,,,,,,,,
0.64,0.603583662072,,,,,,,,,,,
0.65,0.603583662072,,,,,,,,,,,
0.66,0.603583662072,,,,,,,,,,,
0.67,0.603583662072,,,,,,,,,,,
0.68,0.603583662072,,,,,,,,,,,
0.69,0.603583662072,,,,,,,,,,,
0.7,0.603583662072,,,,,,,,,,,
0.71,0.603583662072,,,,,,,,,,,
0.72,0.603583662072,,,,,,,,,,,
0.73,0.603583662072,,,,,,,,,,,
0.74,0.603583662072,,,,,,,,,,,
0.75,0.603583662072,,,,,,,,,,,
0.76,0.603583662072,,,,,,,,,,,
0.77,0.603583662072,,,,,,,,,,,
0.78,0.603583662072,,,,,,,,,,,
0.79,0.603583662072,,,,,,,,,,,
0.8,0.603583662072,,,,,,,,,,,
0.81,0.603583662072,,,,,,,,,,,
0.82,0.603583662072,,,,,,,,,,,
0.83,0.603583662072,,,,,,,,,,,
0.84,0.603583662072,,,,,,,,,,,
0.85,0.603583662072,,,,,,,,,,,
0.86,0.603583662072,,,,,,,,,,,
0.87,0.603583662072,,,,,,,,,,,
0.88,0.603583662072,,,,,,,,,,,
0.89,0.603583662072,,,,,,,,,,,
0.9,0.603583662072,,,,,,,,,,,
0.91,0.603583662072,,,,,,,,,,,
0.92,0.603583662072,,,,,,,,,,,
0.93,1.89640136412,,,,,,,,,,,
0.94,3.53596818494,,,,,,,,,,,
0.95,4.97005404648,,,,,,,,,,,
0.96,7.15328923869,,,,,,,,,,,
0.97,9.8116991492,,,,,,,,,,,
0.98,13.0180582844,,,,,,,,,,,
0.99,16.228698273,,,,,,,,,,,
1,20.4581813512,,,,,,,,,,,
1.01,24.4136898171,,,,,,,,,,,
1.02,28.9171475077,,,,,,,,,,,
1.03,31.3743573122,,,,,,,,,,,
1.04,32.6714558676,,,,,,,,,,,
1.05,34.8546910598,,,,,,,,,,,
1.06,36.014802309,,,,,,,,,,,
1.07,37.4488881705,,,,,,,,,,,
1.08,37.2434072113,,,,,,,,,,,
1.09,35.7408276966,,,,,,,,,,,
1.1,33.8315671168,,,,,,,,,,,
1.11,30.8306889408,,,,,,,,,,,
1.12,27.6885426054,,,,,,,,,,,
1.13,23.9385150988,,,,,,,,,,,
1.14,20.8691432697,,,,,,,,,,,
1.15,16.498392032,,,,,,,,,,,
1.16,13.9084757746,,,,,,,,,,,
1.17,11.45126597,,,,,,,,,,,
1.18,10.1541674146,,,,,,,,,,,
1.19,8.85706885927,,,,,,,,,,,
1.2,8.45038779406,,,,,,,,,,,
1.21,7.97093222244,,,,,,,,,,,
1.22,7.83394491626,,,,,,,,,,,
1.23,7.22178289178,,,,,,,,,,,
1.24,7.22178289178,,,,,,,,,,,
1.25,6.74232732016,,,,,,,,,,,
1.26,6.74232732016,,,,,,,,,,,
1.27,6.39985905471,,,,,,,,,,,
1.28,6.39985905471,,,,,,,,,,,
1.29,6.13016529568,,,,,,,,,,,
1.3,6.26287174853,,,,,,,,,,,
1.31,5.92468433641,,,,,,,,,,,
1.32,6.06167164259,,,,,,,,,,,
1.33,5.78769703023,,,,,,,,,,,
1.34,5.9931779895,,,,,,,,,,,
1.35,5.71920337714,,,,,,,,,,,
1.36,5.92468433641,,,,,,,,,,,
1.37,5.65070972405,,,,,,,,,,,
1.38,5.85619068332,,,,,,,,,,,
1.39,5.58221607096,,,,,,,,,,,
1.4,5.9931779895,,,,,,,,,,,
1.41,6.26287174853,,,,,,,,,,,
1.42,7.42298299773,,,,,,,,,,,
1.43,8.58309424692,,,,,,,,,,,
1.44,10.7663294391,,,,,,,,,,,
1.45,12.8853518316,,,,,,,,,,,
1.46,15.8862300075,,,,,,,,,,,
1.47,19.1610827958,,,,,,,,,,,
1.48,23.2535785679,,,,,,,,,,,
1.49,27.2818615402,,,,,,,,,,,
1.5,31.99080019,,,,,,,,,,,
1.51,36.014802309,,,,,,,,,,,
1.52,40.4497663465,,,,,,,,,,,
1.53,44.1355810533,,,,,,,,,,,
1.54,46.7297781641,,,,,,,,,,,
1.55,47.5474211478,,,,,,,,,,,
1.56,47.1364592293,,,,,,,,,,,
1.57,44.884730384,,,,,,,,,,,
1.58,41.4728902895,,,,,,,,,,,
1.59,36.6954579866,,,,,,,,,,,
1.6,31.99080019,,,,,,,,,,,
1.61,27.4873424994,,,,,,,,,,,
1.62,24.143996058,,,,,,,,,,,
1.63,21.4128116411,,,,,,,,,,,
1.64,19.9787257796,,,,,,,,,,,
1.65,19.0240954896,,,,,,,,,,,
1.66,18.6174144244,,,,,,,,,,,
1.67,17.6585032812,,,,,,,,,,,
1.68,17.3888095221,,,,,,,,,,,
1.69,16.7038729913,,,,,,,,,,,
1.7,16.1602046199,,,,,,,,,,,
1.71,15.475268089,,,,,,,,,,,
1.72,15.3382807828,,,,,,,,,,,
1.73,14.8631060645,,,,,,,,,,,
1.74,14.7946124114,,,,,,,,,,,
1.75,14.3151568398,,,,,,,,,,,
1.76,14.3151568398,,,,,,,,,,,
1.77,13.9084757746,,,,,,,,,,,
1.78,13.9084757746,,,,,,,,,,,
1.79,13.497513856,,,,,,,,,,,
1.8,13.497513856,,,,,,,,,,,
1.81,13.0865519375,,,,,,,,,,,
1.82,13.1550455906,,,,,,,,,,,
1.83,12.6798708723,,,,,,,,,,,
1.84,12.6113772192,,,,,,,,,,,
1.85,11.9949343414,,,,,,,,,,,
1.86,11.7937342355,,,,,,,,,,,
1.87,11.9949343414,,,,,,,,,,,
1.88,13.9084757746,,,,,,,,,,,
1.89,16.7038729913,,,,,,,,,,,
1.9,21.8922672127,,,,,,,,,,,
1.91,28.5104664424,,,,,,,,,,,
1.92,36.9009389458,,,,,,,,,,,
1.93,45.0902113433,,,,,,,,,,,
1.94,52.4575599036,,,,,,,,,,,
1.95,58.4635971088,,,,,,,,,,,
1.96,63.378016718,,,,,,,,,,,
1.97,65.0133026855,,,,,,,,,,,
1.98,64.401140661,,,,,,,,,,,
1.99,61.400262485,,,,,,,,,,,
2,57.2349922066,,,,,,,,,,,
2.01,51.3659423075,,,,,,,,,,,
2.02,45.0217176902,,,,,,,,,,,
2.03,39.084174138,,,,,,,,,,,
2.04,34.7177037536,,,,,,,,,,,
2.05,31.9223065369,,,,,,,,,,,
2.06,30.4197270223,,,,,,,,,,,
2.07,29.0541348138,,,,,,,,,,,
2.08,28.4419727894,,,,,,,,,,,
2.09,27.3503551933,,,,,,,,,,,
2.1,26.8024059685,,,,,,,,,,,
2.11,25.8477756786,,,,,,,,,,,
2.12,25.3726009603,,,,,,,,,,,
2.13,24.5506771232,,,,,,,,,,,
2.14,24.2124897111,,,,,,,,,,,
2.15,23.4590595271,,,,,,,,,,,
2.16,23.1850849148,,,,,,,,,,,
2.17,22.5729228903,,,,,,,,,,,
2.18,22.367441931,,,,,,,,,,,
2.19,21.8237735596,,,,,,,,,,,
2.2,21.6182926004,,,,,,,,,,,
2.21,21.0018497226,,,,,,,,,,,
2.22,20.8006496166,,,,,,,,,,,
2.23,20.321194045,,,,,,,,,,,
2.24,20.1842067388,,,,,,,,,,,
2.25,19.6405383674,,,,,,,,,,,
2.26,19.4350574082,,,,,,,,,,,
2.27,18.8871081835,,,,,,,,,,,
2.28,18.6816272242,,,,,,,,,,,
2.29,18.3434398121,,,,,,,,,,,
2.3,19.1610827958,,,,,,,,,,,
2.31,20.9333560695,,,,,,,,,,,
2.32,24.345196164,,,,,,,,,,,
2.33,28.9171475077,,,,,,,,,,,
2.34,36.014802309,,,,,,,,,,,
2.35,42.1578268204,,,,,,,,,,,
2.36,48.8445197032,,,,,,,,,,,
2.37,54.508088643,,,,,,,,,,,
2.38,59.5552147049,,,,,,,,,,,
2.39,61.8069435502,,,,,,,,,,,
2.4,62.5603737342,,,,,,,,,,,
2.41,61.4644752848,,,,,,,,,,,
2.42,59.623708358,,,,,,,,,,,
2.43,56.4858428759,,,,,,,,,,,
2.44,53.3479773938,,,,,,,,,,,
2.45,49.5251753808,,,,,,,,,,,
2.46,46.93097827,,,,,,,,,,,
2.47,44.3410620126,,,,,,,,,,,
2.48,40.5182599996,,,,,,,,,,,
2.49,40.860728265,,,,,,,,,,,
2.5,39.1526677911,,,,,,,,,,,
2.51,38.061050195,,,,,,,,,,,
2.52,37.3803945174,,,,,,,,,,,
2.53,36.2887769213,,,,,,,,,,,
2.54,35.7408276966,,,,,,,,,,,
2.55,34.6492101005,,,,,,,,,,,
2.56,34.1740353822,,,,,,,,,,,
2.57,33.2836178921,,,,,,,,,,,
2.58,32.3974812552,,,,,,,,,,,
2.59,31.3058636591,,,,,,,,,,,
2.6,31.0318890468,,,,,,,,,,,
2.61,30.4882206754,,,,,,,,,,,
2.62,30.2827397161,,,,,,,,,,,
2.63,29.6705776916,,,,,,,,,,,
2.64,29.4650967324,,,,,,,,,,,
2.65,28.9171475077,,,,,,,,,,,
2.66,28.8486538546,,,,,,,,,,,
2.67,28.3049854832,,,,,,,,,,,
2.68,28.2364918301,,,,,,,,,,,
2.69,27.7570362585,,,,,,,,,,,
2.7,27.6885426054,,,,,,,,,,,
2.71,27.2133678871,,,,,,,,,,,
2.72,27.144874234,,,,,,,,,,,
2.73,26.5284313562,,,,,,,,,,,
2.74,27.5558361525,,,,,,,,,,,
2.75,29.0541348138,,,,,,,,,,,
2.76,32.2604939491,,,,,,,,,,,
2.77,36.7639516396,,,,,,,,,,,
2.78,43.1809507634,,,,,,,,,,,
2.79,48.8445197032,,,,,,,,,,,
2.8,54.9832633613,,,,,,,,,,,
2.81,60.0346702766,,,,,,,,,,,
2.82,63.5834976772,,,,,,,,,,,
2.83,65.2187836447,,,,,,,,,,,
2.84,65.5612519102,,,,,,,,,,,
2.85,64.6751152733,,,,,,,,,,,
2.86,62.1494118157,,,,,,,,,,,
2.87,58.4635971088,,,,,,,,,,,
2.88,55.1887443205,,,,,,,,,,,
2.89,52.1878661446,,,,,,,,,,,
2.9,50.2058310583,,,,,,,,,,,
2.91,47.4789274947,,,,,,,,,,,
2.92,46.7297781641,,,,,,,,,,,
2.93,45.3641859556,,,,,,,,,,,
2.94,44.6792494247,,,,,,,,,,,
2.95,43.5191381755,,,,,,,,,,,
2.96,43.1124571103,,,,,,,,,,,
2.97,42.2948141266,,,,,,,,,,,
2.98,41.8153585549,,,,,,,,,,,
2.99,41.0662092243,,,,,,,,,,,
3,40.6552473058,,,,,,,,,,,
3.01,39.1526677911,,,,,,,,,,,
3.02,38.4720121135,,,,,,,,,,,
3.03,37.6543691298,,,,,,,,,,,
3.04,37.3803945174,,,,,,,,,,,
3.05,36.8324452927,,,,,,,,,,,
3.06,36.6312451868,,,,,,,,,,,
3.07,36.014802309,,,,,,,,,,,
3.08,35.8778150028,,,,,,,,,,,
3.09,35.1971593252,,,,,,,,,,,
3.1,35.1286656721,,,,,,,,,,,
3.11,34.6492101005,,,,,,,,,,,
3.12,34.4437291413,,,,,,,,,,,
3.13,33.9000607699,,,,,,,,,,,
3.14,33.8315671168,,,,,,,,,,,
3.15,33.2836178921,,,,,,,,,,,
3.16,33.2836178921,,,,,,,,,,,
3.17,33.013924133,,,,,,,,,,,
3.18,33.968554423,,,,,,,,,,,
3.19,35.7408276966,,,,,,,,,,,
3.2,38.814480379,,,,,,,,,,,
3.21,42.5645078856,,,,,,,,,,,
3.22,48.0910895192,,,,,,,,,,,
